_id,151a
ge128771,Blatec (Česko)
ge128772,Blovice (Česko)
ge128773,Blovice (Česko : oblast)
ge128774,"Bludov (Šumperk, Česko)"
ge128775,Blönduós (Island)
ge128776,Bohumín (Česko)
ge128777,Bohuslavice u Zlína (Česko)
ge128778,Bohušovice nad Ohří (Česko)
ge128779,"Bohuňovice (Olomouc, Česko)"
ge128780,Bojkovice (Česko)
ge128781,Boleradice (Česko)
ge128782,"Boleslav (Černousy, Česko : oblast)"
ge128783,"Bolevec (Plzeň, Česko)"
ge128784,"Tučapy (Dub nad Moravou, Česko)"
ge128785,Bolívie
ge128786,Bor u Skutče (Česko)
ge128787,"Bor (Tachov, Česko : oblast)"
ge128788,Scottish Borders (Skotsko)
ge128789,Borkovany (Česko)
ge128790,Bornholm (Dánsko : ostrov)
ge128791,Borohrádek (Česko)
ge128792,"Borovany (České Budějovice, Česko)"
ge128793,"Borovany (České Budějovice, Česko : oblast)"
ge128794,"Borovnice (Rychnov nad Kněžnou, Česko)"
ge128795,Borovnička (Česko)
ge128796,Borová Lada (Česko)
ge128797,"Bolelouc (Dub nad Moravou, Česko)"
ge128798,"Bory (Žďár nad Sázavou, Česko)"
ge128799,Boseň (Česko)
ge128800,Boskovice (Česko)
ge128801,Boskovice (Česko : oblast)
ge128802,"Bosonohy (Brno, Česko)"
ge128803,Botswana
ge128804,Bougainville (Papua-Nová Guinea)
ge128805,Bourbonsko (Francie)
ge128806,"Boží Dar (Karlovy Vary, Česko : oblast)"
ge128807,Božice (Česko)
ge128808,Božičany (Česko)
ge128809,Horka nad Moravou (Česko)
ge128810,Brandýs nad Labem-Stará Boleslav (Česko)
ge128811,Brandýs nad Labem-Stará Boleslav (Česko : oblast)
ge128812,Brandýs nad Orlicí (Česko)
ge128813,Brandýsek (Česko)
ge128814,Branov (Česko)
ge128815,Branžež (Česko)
ge128816,Bratislava (Slovensko)
ge128817,Brazílie
ge128818,Brdská vrchovina (Česko)
ge128819,Bretaň (Francie)
ge128820,Brezno (Slovensko)
ge128821,Brezová pod Bradlom (Slovensko)
ge128822,Bristol (Anglie)
ge128823,Britská Kolumbie
ge128824,"Brnky (Zdiby, Česko)"
ge128825,Brno-město (Česko : okres : 1960-)
ge128827,Křelov-Břuchotín (Česko)
ge128829,Brno-venkov (Česko : okres : 1960-)
ge128830,Brnířov (Česko)
ge128831,"Bronowice (Krakov, Polsko)"
ge128832,"Broumov (Náchod, Česko)"
ge128833,"Žerůvky (Bystročice, Česko)"
ge128834,Broumy (Česko)
ge128835,"Brtnice (Jihlava, Česko)"
ge128836,Brumov-Bylnice (Česko)
ge128837,Brunej
ge128838,Bruntál (Česko : okres : 1960-)
ge128839,Bruntál (Česko)
ge128840,Bystročice (Česko)
ge128841,Brunšvicko
ge128842,Brusel (Belgie)
ge128843,Brušperk (Česko)
ge128844,Brémy (Německo)
ge128845,"Stráž (Domažlice, Česko)"
ge128846,"Buchholz (Berlín, Německo)"
ge128847,Buchlovice (Česko)
ge128848,Budapešť (Maďarsko)
ge128849,"Budeč (Zákolany, Česko)"
ge128850,Budišov (Česko)
ge128851,Budišov nad Budišovkou (Česko)
ge128852,Budišov (Česko : oblast)
ge128853,"Budkov (Prachatice, Česko)"
ge128854,Budyně nad Ohří (Česko)
ge128855,Budyně nad Ohří (Česko : oblast)
ge128856,Bukurešť (Rumunsko)
ge128857,Bulharsko
ge128858,Bulhary (Česko)
ge128859,Burgas (Bulharsko : oblast)
ge128860,Burgundsko (Francie : kraj)
ge128861,Burjatsko (Rusko)
ge128862,Burkina Faso
ge128863,Burundi
ge128864,Buštěhrad (Česko)
ge128865,Bykoš (Česko)
ge128866,Bystrovany (Česko)
ge128867,"Bystré (Svitavy, Česko)"
ge128868,Bystřany (Česko)
ge128869,Bystřice nad Pernštejnem (Česko)
ge128870,Bystřice pod Hostýnem (Česko)
ge128871,Bystřice pod Hostýnem (Česko : oblast)
ge128872,Bytom (Polsko)
ge128873,Bytča (Slovensko)
ge128874,Lužec nad Cidlinou (Česko)
ge128875,"Byškovice (Neratovice, Česko)"
ge128876,Bzenec (Česko)
ge128877,Bádensko-Württembersko (Německo)
ge128878,Bánov (Česko)
ge128879,Bánovce nad Bebravou (Slovensko)
ge128880,"Běchovice (Praha, Česko)"
ge128881,Bělkovice-Lašťany (Česko)
ge128882,Bělorusko
ge128883,"Běloves (Náchod, Česko)"
ge128884,Bělá nad Radbuzou (Česko)
ge128885,Bělá nad Radbuzou (Česko : oblast)
ge128886,Bělá pod Bezdězem (Česko)
ge128887,Bělá pod Pradědem (Česko)
ge128888,Bílina (Česko)
ge128889,Bílina (Česko : oblast)
ge128890,Bílovec (Česko)
ge128891,Bílovice nad Svitavou (Česko)
ge128892,Džammú a Kašmír (Indie)
ge128893,"Bílý Potok (Javorník, Jeseník, Česko)"
ge128894,Břeclav (Česko : okres : 1960-)
ge128895,Břeclav (Česko)
ge128897,"Březovice (Mladá Boleslav, Česko)"
ge128898,Březová nad Svitavou (Česko)
ge128899,"Břežany (Znojmo, Česko)"
ge128901,Býchory (Česko)
ge128902,Býčí skála (Česko : jeskyně)
ge128903,Cambridge (Anglie)
ge128904,Caracas (Venezuela)
ge128905,Carcassonne (Francie)
ge128906,Cartagena (Kolumbie)
ge128907,Cehnice (Česko)
ge128908,Celje (Slovinsko)
ge128909,Ceprano (Itálie)
ge128910,Cerekvice nad Loučnou (Česko)
ge128911,Ceuta (Španělsko)
ge128912,Chabařovice (Česko)
ge128913,Chabařovice (Česko : oblast)
ge128914,Chadžiite (Bulharsko)
ge128915,Champagne (Francie : oblast)
ge128916,Chanovice (Česko)
ge128917,Charkov (Ukrajina)
ge128918,Chauvigny (Francie)
ge128919,Cheb (Česko : okres : 1960-)
ge128920,Cheb (Česko)
ge128921,Cheb (Česko : oblast)
ge128922,Chelčice (Česko)
ge128923,chetitská říše
ge128924,Chiapas (Mexiko : stát)
ge128925,Chicago (Illinois)
ge128926,Korfu (Řecko)
ge128927,Chile
ge128928,Chlum Svaté Maří (Česko)
ge128929,Chlum u Třeboně (Česko)
ge128930,Chlumec nad Cidlinou (Česko)
ge128931,Chlumec nad Cidlinou (Česko : oblast)
ge128933,Chlumětín (Česko)
ge128934,Choceň (Česko)
ge128935,"Chodov (Sokolov, Česko)"
ge128936,Chodsko (Česko)
ge128937,Cholina (Česko)
ge128938,Chomutov (Česko : okres : 1960-)
ge128939,Chomutov (Česko)
ge128940,Chomutov (Česko : oblast)
ge128941,Chorvatsko
ge128942,Chotoviny (Česko)
ge128943,Chotyně (Česko)
ge128944,Chotěboř (Česko)
ge128945,Chotěboř (Česko : oblast)
ge128946,"Chotěšov (Plzeň-jih, Česko)"
ge128947,Chotýšany (Česko)
ge128948,Janov (Itálie)
ge128949,"Chrlice (Brno, Česko)"
ge128950,Chropyně (Česko)
ge128951,Chroustovice (Česko)
ge128952,Chrudim (Česko)
ge128953,Chrudim (Česko : oblast)
ge128954,Jónské ostrovy (Řecko)
ge128955,"Chrást (Plzeň, Česko)"
ge128956,Chuchelna (Česko)
ge128957,Chvalšiny (Česko)
ge128958,Chvalíkovice (Česko)
ge128959,Chyše (Česko)
ge128960,Chyňava (Česko)
ge128961,Chřenovice (Česko)
ge128962,Chřiby (Česko : pohoří)
ge128963,Chýnov (Česko)
ge128964,Chýně (Česko)
ge128965,Cikháj (Česko)
ge128966,Cleveland (Anglie)
ge128967,Concordia (Missouri)
ge128968,Coria del Río (Španělsko)
ge128969,Cornwall (Anglie : hrabství)
ge128970,Costa Blanca (Španělsko)
ge128971,Costa Brava (Španělsko)
ge128972,Costa Dorada (Španělsko)
ge128973,Cotentin (Francie)
ge128974,Cremona (Itálie)
ge128975,Csongrád (Maďarsko)
ge128976,Cuenca (Španělsko)
ge128977,Cuenca (Španělsko : oblast)
ge128978,Curych (Švýcarsko : kanton)
ge128979,Ithaka (Řecko : ostrov)
ge128980,Curych (Švýcarsko : oblast)
ge128981,Cvikov (Česko)
ge128982,Cvikov (Česko : oblast)
ge128983,Cáceres (Španělsko)
ge128984,Cáceres (Španělsko : oblast)
ge128986,Côte d'Opale (Francie)
ge128987,Dalečín (Česko)
ge128988,Dalmácie (Chorvatsko)
ge128989,Darmstadt (Německo)
ge128990,Dauphiné (Francie)
ge128991,Davle (Česko)
ge128992,Dačice (Česko)
ge128993,Dačice (Česko : oblast)
ge128994,"Defurovy Lažany (Chanovice, Česko)"
ge128995,Delbrück (Německo)
ge128996,Delfy (Řecko)
ge128997,Demänovské jeskyně (Slovensko)
ge128998,"Desná (Svitavy, Česko)"
ge128999,"Desná (Jablonec nad Nisou, Česko)"
ge129000,Detroit (Michigan)
ge129001,Dominika
ge129002,Devon (Anglie)
ge129003,"Deštná (Jindřichův Hradec, Česko)"
ge129004,Deštné v Orlických horách (Česko)
ge129005,Dillí (Indie)
ge129006,Dlouhopolsko (Česko)
ge129007,"Dlouhá Ves (Klatovy, Česko)"
ge129008,Dněpr (řeka : oblast)
ge129009,Dobczyce (Polsko)
ge129010,Dobrná (Česko)
ge129011,Dobrochov (Česko)
ge129012,Dobromilice (Česko)
ge129013,Dobronice u Bechyně (Česko)
ge129014,Dobronín (Česko)
ge129015,"Dobrotice (Chanovice, Česko)"
ge129016,Dobrovice (Česko)
ge129017,Dobrudža (Bulharsko a Rumunsko)
ge129018,Dobruška (Česko)
ge129019,Dobruška (Česko : oblast)
ge129020,Dobré (Česko)
ge129021,Zakynthos (Řecko : ostrov)
ge129022,Dobšiná (Slovensko)
ge129023,"Dobřany (Plzeň-jih, Česko)"
ge129024,Lefkada (Řecko : ostrov)
ge129025,Dobřichovice (Česko)
ge129026,Dobřív (Česko)
ge129027,Dobříš (Česko)
ge129028,Kefalonie (Řecko : ostrov)
ge129029,"Dolany (Jičíněves, Česko)"
ge129030,Dolní Benešov (Česko)
ge129031,Dolní Bousov (Česko)
ge129032,Dolní Branná (Česko)
ge129033,Dolní Bukovsko (Česko)
ge129034,Dolní Bělá (Česko)
ge129035,Bosna
ge129036,Dolní Dobrouč (Česko)
ge129037,Dolní Dunajovice (Česko)
ge129038,"Dolní Hedeč (Králíky, Ústí nad Orlicí, Česko)"
ge129039,Dolní Kalná (Česko)
ge129040,Dolní Kounice (Česko)
ge129041,Dolní Lomná (Česko)
ge129042,Dolní Lutyně (Česko)
ge129043,Dolní Němčí (Česko)
ge129044,"Dolní Oldřiš (Bulovka, Liberec, Česko)"
ge129045,Dolní Poustevna (Česko)
ge129046,Elbląg (Polsko : oblast)
ge129047,"Dolní Ročov (Ročov, Česko)"
ge129048,Dolní Sasko (Německo)
ge129049,Dolní Slezsko
ge129050,Dolní Slivno (Česko)
ge129051,Dolní Studénky (Česko)
ge129052,"Dolní Vltavice (Černá v Pošumaví, Česko)"
ge129053,Dolní Věstonice (Česko)
ge129054,Dolní Žandov (Česko)
ge129055,Dolní Čermná (Česko)
ge129056,Dolný Kubín (Slovensko)
ge129057,Dolný Kubín (Slovensko : oblast)
ge129058,Hercegovina
ge129059,"Domaslav (Lestkov, Tachov, Česko)"
ge129060,Domažlice (Česko : okres : 1960-)
ge129061,Domažlice (Česko)
ge129062,Severní Holandsko (Nizozemsko : provincie)
ge129063,Dominikánská republika
ge129064,Don (Rusko : řeka : oblast)
ge129066,Dordogne (Francie : departement)
ge129067,Dordogne (Francie : řeka)
ge129068,Dordogne (Francie : řeka : povodí)
ge129069,Džibutsko
ge129070,Dornach (Švýcarsko)
ge129071,"Doubrava (Karviná, Česko)"
ge129072,Doubrava (Česko : řeka : oblast)
ge129074,Doubravník (Česko)
ge129075,Doubravčice (Česko)
ge129076,"Doubí (Košice, Tábor, Česko)"
ge129077,Doudlebsko (Česko)
ge129078,Doupovské hory (Česko)
ge129079,Draginovo (Bulharsko)
ge129080,Drahanská vrchovina (Česko)
ge129081,"Drahlov (Kroměříž, Česko)"
ge129082,"Dražice (Tábor, Česko)"
ge129083,"Dračí skály (Hruboskalsko, Česko)"
ge129084,Drnholec (Česko)
ge129085,Držkov (Česko)
ge129086,Drážďany (Německo)
ge129087,Drážďany (Německo : oblast)
ge129088,Dub nad Moravou (Česko)
ge129089,Dublin (Irsko)
ge129090,Dublovice (Česko)
ge129091,Dubnica nad Váhom (Slovensko)
ge129092,Dubrovník (Chorvatsko)
ge129093,Dubské skály (Česko)
ge129094,Dubá (Česko)
ge129095,Dubá (Česko : oblast)
ge129096,"Dubí (Teplice, Česko)"
ge129097,Dubňany (Česko)
ge129098,Duchcov (Česko)
ge129099,Dudince (Slovensko)
ge129100,Dunaj (řeka)
ge129101,Perský záliv (oblast)
ge129102,Dunaj (řeka : povodí)
ge129103,Dunajská Streda (Slovensko)
ge129105,Durynský les (Německo : pohoří)
ge129106,Dušejov (Česko)
ge129107,"Dvorce (Bruntál, Česko)"
ge129108,Dvůr Králové nad Labem (Česko)
ge129111,Dyje (Česko a Rakousko : řeka : povodí)
ge129112,Dyjákovice (Česko)
ge129113,Dyrehaven (Dánsko)
ge129114,Bílé Karpaty (Česko a Slovensko : pohoří)
ge129115,Dánsko
ge129116,Dětmarovice (Česko)
ge129117,Dírná (Česko)
ge129118,Děčín (Česko : okres : 1960-)
ge129119,Děčín (Česko)
ge129120,Amerika
ge129121,Dřetovice (Česko)
ge129122,Dřevohostice (Česko)
ge129123,Dýšina (Česko)
ge129124,Edinburgh (Skotsko)
ge129125,Efesos (zaniklé město)
ge129126,Eger (Maďarsko)
ge129127,Egypt
ge129128,Ehnasmja el-Medmna (Egypt)
ge129129,Ejpovice (Česko)
ge129130,Hatín (Česko)
ge129131,Elko County (Nevada)
ge129132,Ellingen (Německo)
ge129133,Engadin (Švýcarsko)
ge129134,Erfurt (Německo)
ge129135,Etiopie
ge129136,Eton (Anglie)
ge129137,"Jemčina (Hatín, Česko)"
ge129138,Extremadura (Španělsko)
ge129139,Faerské ostrovy (Dánsko)
ge129140,Hierro (Kanárské ostrovy : ostrov)
ge129141,Fidži
ge129142,Filipíny
ge129143,"Filipov (Jiříkov, Děčín, Česko)"
ge129144,Finsko
ge129145,"Stajka (Hatín, Česko)"
ge129146,Noviny pod Ralskem (Česko)
ge129147,Štěpánov nad Svratkou (Česko)
ge129148,Florida
ge129149,Tchaj-pej (Tchaj-wan)
ge129150,Fílé (Egypt)
ge129151,Formentera (Baleáry : ostrov)
ge129152,Francie
ge129153,Francouzská Polynésie
ge129154,Kožušany-Tážaly (Česko)
ge129155,Frankfurt nad Mohanem (Německo)
ge129156,Franky (Německo)
ge129157,"Svatá Dobrotivá (Zaječov, Česko)"
ge129158,Františkovy Lázně (Česko)
ge129159,Frenštát pod Radhoštěm (Česko)
ge129160,Fribourg (Švýcarsko : kanton)
ge129161,Furlandsko
ge129163,Fryčovice (Česko)
ge129164,"Frymburk (Český Krumlov, Česko)"
ge129165,Frýdek-Místek (Česko)
ge129166,Frýdlant (Česko)
ge129167,Frýdlant nad Ostravicí (Česko)
ge129168,Fuerteventura (Kanárské ostrovy : ostrov)
ge129169,Fulda (Německo)
ge129170,Fulnek (Česko)
ge129171,Furth im Wald (Německo)
ge129172,Głogów (Polsko)
ge129173,Gabčíkovo (Slovensko : vodní dílo)
ge129174,Gabrovo (Bulharsko : oblast)
ge129175,Galanta (Slovensko)
ge129177,Galicie (Španělsko)
ge129178,Galie
ge129179,Galjugaj (Rusko)
ge129180,Galveston (Texas)
ge129181,Gamzigrad (Srbsko)
ge129182,Gaskoňsko (Francie)
ge129183,Gatčina (Rusko)
ge129184,Gbely (Slovensko)
ge129185,Gdaňsk (Polsko)
ge129186,Gdyně (Polsko)
ge129187,General Inzovo (Bulharsko)
ge129188,Ghana
ge129189,"Giardini Agnelli (Villar Perosa, Itálie)"
ge129190,Glasgow (Skotsko)
ge129191,Gíza (Egypt)
ge129192,Gmünd (Rakousko)
ge129194,Góa (Indie : stát)
ge129195,Golčův Jeníkov (Česko)
ge129197,Goslar (Německo)
ge129198,Gotha (Německo)
ge129199,Gotland (Švédsko : kraj)
ge129200,Gran Canaria (Kanárské ostrovy : ostrov)
ge129201,Gran Chaco
ge129202,Granada (Španělsko)
ge129203,Greiz (Německo)
ge129204,Grjazovec (Rusko : oblast)
ge129205,Groß-Umstadt (Německo)
ge129206,Grónsko
ge129207,Gruzie
ge129208,Stolové hory (Česko a Polsko : pohoří)
ge129209,Radom (Polsko)
ge129210,Gyula (Maďarsko)
ge129211,"Lesná (Brno, Česko)"
ge129212,Guatemala
ge129213,Guinea
ge129214,Gurzuf (Ukrajina)
ge129215,Guyenne (Francie)
ge129217,Habartov (Česko)
ge129218,Hafnarfjördhur (Island)
ge129219,Hahót (Maďarsko : oblast)
ge129220,"Háj (Loučná pod Klínovcem, Česko)"
ge129221,Halberstadt (Německo)
ge129222,Halenkovice (Česko)
ge129223,Halič (Polsko a Ukrajina)
ge129224,Hallstatt (Rakousko)
ge129225,Ham-en-Artois (Francie)
ge129227,Hamr na Jezeře (Česko)
ge129228,Haná (Česko)
ge129229,Handlová (Slovensko)
ge129230,Hanušovice (Česko)
ge129231,"Harrachov (Jablonec nad Nisou, Česko)"
ge129232,"Hartmanice (Klatovy, Česko)"
ge129233,Harz (Německo : pohoří)
ge129234,Havajské ostrovy (Spojené státy americké)
ge129235,Haveluy (Francie)
ge129236,Havlíčkův Brod (Česko)
ge129237,Havířov (Česko)
ge129238,Hazlov (Česko)
ge129239,"Skalice (Znojmo, Česko)"
ge129240,Heidelberg (Německo)
ge129241,"Hejnice (Liberec, Česko)"
ge129242,Helgoland (Německo : ostrov)
ge129243,Helvíkovice (Česko)
ge129244,"Herálec (Havlíčkův Brod, Česko)"
ge129246,Herne (Německo)
ge129247,Hesensko (Německo)
ge129248,Hevlín (Česko)
ge129249,Heřmanův Městec (Česko)
ge129250,Hiddensee (Německo : ostrov)
ge129251,Hildesheim (Německo)
ge129253,Hindúkuš (Afghánistán a Pákistán : pohoří)
ge129254,Hirault (Francie)
ge129255,Hjortspring (Dánsko)
ge129256,Hlavice (Česko)
ge129257,"Hlinsko (Chrudim, Česko)"
ge129258,Hlohovec (Česko)
ge129259,Hlohovec (Slovensko)
ge129260,Hlohovice (Česko)
ge129261,Hlubočky (Česko)
ge129262,Hluboká nad Vltavou (Česko)
ge129263,Hluboké Mašůvky (Česko)
ge129264,Hlučín (Česko)
ge129265,Hluk (Česko)
ge129266,"Hluzov (Černotín, Česko)"
ge129268,"Hnanice (Znojmo, Česko)"
ge129269,Hnátnice (Česko)
ge129271,Hoštice-Heroltice (Česko)
ge129272,Hodkovice nad Mohelkou (Česko)
ge129273,Hodonín (Česko)
ge129274,Hodslavice (Česko)
ge129275,"Holašovice (Jankov, České Budějovice, Česko)"
ge129276,Holešov (Česko)
ge129277,"Holice (Pardubice, Česko)"
ge129278,"Holkovice (Chanovice, Česko)"
ge129280,Holíč (Slovensko)
ge129281,Holoubkov (Česko)
ge129282,"Holovousy (Jičín, Česko)"
ge129283,"Holýšov (Plzeň-jih, Česko)"
ge129284,"Home Park (Windsor, Anglie)"
ge129285,Honōrias (Turecko)
ge129286,Hongkong (Čína)
ge129287,"Honolulu (Havajské ostrovy, Spojené státy americké)"
ge129288,Horšovský Týn (Česko)
ge129289,Horažďovice (Česko)
ge129290,"Horky (Svitavy, Česko)"
ge129291,Horní Bečva (Česko)
ge129292,Horní Blatná (Česko)
ge129293,Horní Bojanovice (Česko)
ge129294,Horní Bradlo (Česko)
ge129295,Horní Brusnice (Česko)
ge129296,Horní Cerekev (Česko)
ge129297,Horní Dunajovice (Česko)
ge129299,Horní Falc (Německo)
ge129300,Honduras
ge129301,Horní Čermná (Česko)
ge129302,Horní Jelení (Česko)
ge129303,Horní Loděnice (Česko)
ge129304,Horní Lomná (Česko)
ge129305,Horní Lužice (Německo a Polsko)
ge129306,Horní Maršov (Česko)
ge129307,Horní Olešnice (Česko)
ge129308,Horní Planá (Česko)
ge129309,Horní Slavkov (Česko)
ge129311,Horní Slivno (Česko)
ge129312,"Horní Stakory (Kosmonosy, Česko)"
ge129313,Horní Stropnice (Česko)
ge129314,"Horní Suchá (Karviná, Česko)"
ge129315,Horní Třešnovec (Česko)
ge129316,"Horní Újezd (Svitavy, Česko)"
ge129317,Hory u České Třebové (Česko)
ge129318,"Hostim (Znojmo, Česko)"
ge129320,Hostinné (Česko)
ge129321,"Hostomice (Teplice, Česko)"
ge129322,"Hostýn (Hostýnské vrchy, Česko : hora)"
ge129323,Hostýnské vrchy (Česko)
ge129324,Hovorany (Česko)
ge129325,Hořátev (Česko)
ge129326,Hořepník (Česko)
ge129327,Hořice na Šumavě (Česko)
ge129329,Hořovice (Česko)
ge129330,"Hrabová (Ostrava, Česko)"
ge129331,Hrabyně (Česko)
ge129332,Hradec Králové (Česko)
ge129333,"Hrádek (Znojmo, Česko)"
ge129334,Hrádek nad Nisou (Česko)
ge129337,"Hradištko (Nymburk, Česko)"
ge129338,"Horní Hradiště (Plasy, Česko)"
ge129339,Hradiště u Stradonic (Česko : archeologická lokalita)
ge129341,"Hradsko (Mšeno, Česko)"
ge129344,Hriňová (Slovensko)
ge129345,Hrob (Česko)
ge129346,Hronov (Česko)
ge129347,Hrotovice (Česko)
ge129348,"Hrozňatov (Cheb, Česko)"
ge129349,"Hrušky (Břeclav, Česko)"
ge129350,Hrušovany nad Jevišovkou (Česko)
ge129351,"Hrubšice (Ivančice, Česko)"
ge129352,Hrubá Skála (Česko)
ge129353,Hrubý Jeseník (Česko : pohoří)
ge129354,Hrusice (Česko)
ge129355,Huascaran (Peru)
ge129357,Hudlice (Česko)
ge129358,Hukvaldy (Česko)
ge129359,"Hulín (Kroměříž, Česko)"
ge129361,Humberside (Anglie)
ge129362,"Humpolec (Pelhřimov, Česko)"
ge129363,"Hunčice (Líšťany, Plzeň-sever, Česko)"
ge129364,"Huntířov (Děčín, Česko)"
ge129366,"Husinec (Prachatice, Česko)"
ge129367,"Husovice (Brno, Česko)"
ge129368,Hustopeče (Česko)
ge129369,Huzová (Česko)
ge129370,Hveragerði (Island)
ge129371,Hvozdná (Česko)
ge129372,"Hřebeny (Josefov, Česko)"
ge129373,"Hředle (Beroun, Česko)"
ge129374,"Hynkov (Příkazy, Olomouc, Česko)"
ge129375,Húsavík (Island)
ge129377,Ica (Peru)
ge129378,Idaho
ge129379,Ilava (Slovensko)
ge129380,Île-de-France (Francie : kraj)
ge129381,"Ilm (Sála, Německo : řeka : oblast)"
ge129382,Indický oceán (oblast)
ge129383,Indie jižní
ge129384,Indie
ge129385,Indonésie
ge129386,Indočína
ge129387,Ingolstadt (Německo)
ge129388,Inowroclaw (Polsko)
ge129389,Ipeíros severní (Albánie)
ge129392,Irák
ge129393,Island
ge129394,Islesboro Island (Maine)
ge129395,Istanbul (Turecko)
ge129397,Itálie severní
ge129398,Itálie
ge129399,Ivanovice na Hané (Česko)
ge129400,Ivanovo (Rusko : oblast)
ge129401,Ivančice (Česko)
ge129402,Ivančice (Česko : oblast)
ge129403,Izrael
ge129404,Jablonec nad Jizerou (Česko)
ge129405,Jablonec nad Nisou (Česko : okres : 1960-)
ge129406,Jablonec nad Nisou (Česko)
ge129407,Jablonec nad Nisou (Česko : oblast)
ge129408,Jablonné nad Orlicí (Česko)
ge129409,Jablonné v Podještědí (Česko)
ge129410,Jablunkov (Česko)
ge129411,Jablunkov (Česko : oblast)
ge129412,Jaderské moře
ge129413,Jaderské moře (oblast)
ge129414,Gambie (řeka)
ge129415,"Jakubov (Karlovy Vary, Česko)"
